wid,view_history,time_elapsed,trial_type,rt,responses,questions,correct,button_pressed,stimulus,block,simulation_mode,trial_id,prs,score,rewards,delays,actions,path,queries,trial_time,state_rewards,action_times,trial_index,key_press,restarts
w7f2c543,,815140,survey-text,109304,"{""Q0"":""By looking at the prices of hotels at each airport.""}",,,,,,,,,,,,,,,,,,,,
wda7e2a4,,414530,survey-text,71954,"{""Q0"":""I think that you have to think ahead- would it be better to go with a short term or little money loss or gain, or think long term to where you can benefit the most.""}",,,,,,,,,,,,,,,,,,,,
wda7e2a4,,564977,survey-text,149425,"{""Q0"":""Don't just go for what seems like the obvious choice that could bring you brief pleasure. Think about the future and what you can get out of something that would benefit you more than just short term."",""Q1"":""I think school and work is one of the biggest parts of my life where this strategy works the best. Thinking about how doing these tasks will help me in my future."",""Q2"":""In the moment I might want immediate gratification but that might not be what is best for me in the long run.""}",,,,,,,,,,,,,,,,,,,,
wda7e2a4,,646729,survey-text,80746,"{""Q0"":""look at each option and see which one would be the best option to get there faster and not spend a lot of money.""}",,,,,,,,,,,,,,,,,,,,
w7514732,,409012,survey-text,43926,"{""Q0"":""consider the long-term costs/benefits prior to making a move""}",,,,,,,,,,,,,,,,,,,,
w7514732,,570028,survey-text,160000,"{""Q0"":""think more about the longer-term costs/benefits of one's actions"",""Q1"":""taking a job out of college vs. going to grad school for an advanced degree that will result in higher compensation over the longer-term"",""Q2"":""short-term benefits may be outweighed by longer term risks/costs""}",,,,,,,,,,,,,,,,,,,,
w7514732,,660138,survey-text,89103,"{""Q0"":""find out the cost of the hotel nearest each airport""}",,,,,,,,,,,,,,,,,,,,
w81f5b95,,462375,survey-text,47443,"{""Q0"":""Clicking the outside nodes until you find where the highest value of $48 lies. Once you find that number on the exterior of the web, you go for it without continuing to spend money looking at the other external nodes.""}",,,,,,,,,,,,,,,,,,,,
w81f5b95,,665297,survey-text,201892,"{""Q0"":""The long-term consequences (e.g. the long game) is ultimately more important than the short-term, immediate steps you take to get there. You may have to endure hardship (whether that be spending a sum of money, or going through a tough time emotionally) to get to the longer-term rewards in life; those hard times are stepping stones. Don't spend your energy investigating the short-term consequences too much; focus on the long-run."",""Q1"":""Spending a lot of cash upfront as a downpayment on a new condo. It hurt to put all of my savings down to buy the property, but instead of obsessing over the short-term financial hurt, I focused on the long-term gain of owning a great investment."",""Q2"":""The nodes on the exterior of the web represent your end-point (in my example, owning the condo). The nodes on the inside of the web - the stepping stones - represent the short-term sacrifices you need to make to get there (in my example, this would be the money put down at the down-payment).""}",,,,,,,,,,,,,,,,,,,,
w81f5b95,,849274,survey-text,182949,"{""Q0"":""Focus on the end-point.""}",,,,,,,,,,,,,,,,,,,,
w4d06758,,333510,survey-text,79527,"{""Q0"":""Only choosing one path to focus on. It is kinda like life. If you spend too much time undecided you waste your time. You have to be able to take chances to make the most of it. ""}",,,,,,,,,,,,,,,,,,,,
w4d06758,,501495,survey-text,166956,"{""Q0"":""In life, you have to take chances. Do not hesitate and back out of a decision you have made. Continue on. "",""Q1"":""Starting my own business. I had to take chances and spend money in order to make a profit.  "",""Q2"":""I chose this path and took out my own money, like the $1 in order to make more of a profit. I have gained more money, tripled my money actually. ""}",,,,,,,,,,,,,,,,,,,,
w4d06758,,573588,survey-text,71070,"{""Q0"":""To save time, you'll only be able to look at certain cities. ""}",,,,,,,,,,,,,,,,,,,,
w4fcdc3e,,383459,survey-text,17752,"{""Q0"":""There didn't seem to be any strategy honestly.""}",,,,,,,,,,,,,,,,,,,,
w4fcdc3e,,421482,survey-text,37020,"{""Q0"":""Think before taking the first step"",""Q1"":""A decision where you are going to do something that has major consqeuences"",""Q2"":""You should always think through all the steps, not just the first""}",,,,,,,,,,,,,,,,,,,,
w4fcdc3e,,457760,survey-text,35264,"{""Q0"":""Try to take the fewest steps to your destination""}",,,,,,,,,,,,,,,,,,,,
wed8b0b9,,361797,survey-text,48281,"{""Q0"":""click the final dot on the web and decide whether I want it badly enough or not.""}",,,,,,,,,,,,,,,,,,,,
wed8b0b9,,444974,survey-text,82171,"{""Q0"":""Be prepared to take small losses for a big win"",""Q1"":""investing in stocks"",""Q2"":""When investing in stocks in the beginning you might not make very much money and might even lose some, but the real win is in the long run.""}",,,,,,,,,,,,,,,,,,,,
wed8b0b9,,573590,survey-text,127595,"{""Q0"":""evaluate which final destination cost the least then compare the separate cities the traveler would be staying in.""}",,,,,,,,,,,,,,,,,,,,
w3d56cf8,,560868,survey-text,18792,"{""Q0"":""I don't know, I felt like I wasted my clicks on the first round.""}",,,,,,,,,,,,,,,,,,,,
w3d56cf8,,621809,survey-text,59932,"{""Q0"":""You should plan out important decisions for later and not focus so much on the short term."",""Q1"":""This might apply to me attending optometry school and investing in my future long term."",""Q2"":""I am planning ahead and will spend a lot of money now to make more later.""}",,,,,,,,,,,,,,,,,,,,
w3d56cf8,,761208,survey-text,138373,"{""Q0"":""To check the value of hotels at each airport.""}",,,,,,,,,,,,,,,,,,,,
wc53e7b7,,344489,survey-text,30896,"{""Q0"":""Start by clicking the last values rather than the first ones closest to you. it will tell you the best payoff.""}",,,,,,,,,,,,,,,,,,,,
wc53e7b7,,417062,survey-text,71563,"{""Q0"":""Even if there is a small set back at the beginning, planning for a long term payoff will generally be more efficient. "",""Q1"":""Getting a college degree despite the atrocious student loans. "",""Q2"":""You take out a ton of money to eventually make a higher salary. ""}",,,,,,,,,,,,,,,,,,,,
wc53e7b7,,462131,survey-text,44045,"{""Q0"":""Start at the destination rather than the beginning. ""}",,,,,,,,,,,,,,,,,,,,
w53eca2b,,223940,survey-text,26506,"{""Q0"":""I should have clicked on the nodes further from the starting position in order to see how much I would lose in the long run""}",,,,,,,,,,,,,,,,,,,,
w53eca2b,,299424,survey-text,74455,"{""Q0"":""When making decisions, think long term"",""Q1"":""When following a career path. What may seem negative now may benefit me in the long run"",""Q2"":""I may be spending money and not have a lot of free time now but I will when i have a higher salary""}",,,,,,,,,,,,,,,,,,,,
w53eca2b,,501169,survey-text,200735,"{""Q0"":""I would look at the final destination instead of the hotels in each city""}",,,,,,,,,,,,,,,,,,,,
w1578b65,,271562,survey-text,28568,"{""Q0"":""I can find the shortest route to take ""}",,,,,,,,,,,,,,,,,,,,
w1578b65,,395473,survey-text,122901,"{""Q0"":""It does not matter what route you will take, you will either come out a winner or a loser. "",""Q1"":""Making and selling crafts. You have to take into account how much it would cost in supplies and labor and take into account how much you would charge to sell the items. "",""Q2"":""None. ""}",,,,,,,,,,,,,,,,,,,,
w1578b65,,435278,survey-text,38784,"{""Q0"":""Go to the cities that are less popular. ""}",,,,,,,,,,,,,,,,,,,,
wec48758,,452862,survey-text,74161,"{""Q0"":""Go to the first positive value that you see.""}",,,,,,,,,,,,,,,,,,,,
wec48758,,563727,survey-text,109835,"{""Q0"":""That positive short-term decisions don't necessarily translate into a positive long-term impact."",""Q1"":""Paying for colleges. I don't want to be in debt for the rest of my life just for temporary satisfaction."",""Q2"":""This is similar in the sense that, initially, I do gain something from my short-term choice, but once I pass that, I'll find that there may be unexpectedly negative circumstances.""}",,,,,,,,,,,,,,,,,,,,
wec48758,,628505,survey-text,63749,"{""Q0"":""They should just find out which is expensive and avoid that one.""}",,,,,,,,,,,,,,,,,,,,
waf2ec5c,,320276,survey-text,32366,"{""Q0"":""Click the outer branch nodes to see the long term value""}",,,,,,,,,,,,,,,,,,,,
waf2ec5c,,395928,survey-text,74615,"{""Q0"":""To look beyond the short term and mid term consequences, and prioritize the long term ones"",""Q1"":""When I spend my time in high school at a part time job, but at the end I made a lot of money "",""Q2"":""I lost some time, but the outcome was more valuable than the time I had lost, making it worth it""}",,,,,,,,,,,,,,,,,,,,
waf2ec5c,,455584,survey-text,58646,"{""Q0"":""Click on the airport cities and see which one is the cheapest ""}",,,,,,,,,,,,,,,,,,,,
w9f225cc,,249643,survey-text,49705,"{""Q0"":""I think it was luck honestly I didnt use any clicks ""}",,,,,,,,,,,,,,,,,,,,
w9f225cc,,390652,survey-text,139998,"{""Q0"":""The game was a metaphor for how a single step can impact your path and your overall destination. Error is still OK!"",""Q1"":""Deciding what to study in college!"",""Q2"":""There are multiple career paths to take when deciding what to study in college. You could start in History and fail, aka getting a negative amount of money in the game, or you could try Finance and succeed!""}",,,,,,,,,,,,,,,,,,,,
w9f225cc,,458747,survey-text,67085,"{""Q0"":""Strategic moving also choosing the path in which you think you can get the best options\n""}",,,,,,,,,,,,,,,,,,,,
w3fd6574,,560585,survey-text,49804,"{""Q0"":""I only click on the midterm life consequences first, never short term. Then finally if needed i will click on long term\n""}",,,,,,,,,,,,,,,,,,,,
w3fd6574,,701057,survey-text,139454,"{""Q0"":""Mid term and long term decisions are more vital than short term consequences"",""Q1"":""I tend to dwell on short term decisions but this game made me realize maybe I shouldn't. I will dwell on whether I made the right decision to spend money on lunch when I should think about spending money on my 401K"",""Q2"":""The longer term decisions are more vital than short term decisions""}",,,,,,,,,,,,,,,,,,,,
w3fd6574,,788056,survey-text,85872,"{""Q0"":""Look at the end destinations first, or the mid destinations. Try not to focus on the beginning as much""}",,,,,,,,,,,,,,,,,,,,
wfb95ae0,,588920,survey-text,26194,"{""Q0"":""Click to the end to find the best outcome for you regardless of the losses in between.""}",,,,,,,,,,,,,,,,,,,,
wfb95ae0,,647093,survey-text,57161,"{""Q0"":""The losses in between might not compare to the success you achieve in the end."",""Q1"":""Investing in your education "",""Q2"":""You lose money in the beginning but with the right career path you can create a huge success in your life""}",,,,,,,,,,,,,,,,,,,,
wfb95ae0,,707462,survey-text,59361,"{""Q0"":""Follow the trail of least expensive cities first""}",,,,,,,,,,,,,,,,,,,,
w85f0c04,,623258,survey-text,33095,"{""Q0"":""Before moving from the first node, I can spend $6 to check each of the ending nodes to at least get the $48.""}",,,,,,,,,,,,,,,,,,,,
w85f0c04,,777476,survey-text,153196,"{""Q0"":""Take the time to discover the ending result on each decision before making any decision in the first place."",""Q1"":""Deciding which job to take when I was offered more than one position from a couple different companies."",""Q2"":""I knew one job paid more but there was more of a chance for being laid off, while the other job paid less but I would have steady work an almost no chance of being laid off.""}",,,,,,,,,,,,,,,,,,,,
w85f0c04,,878533,survey-text,100051,"{""Q0"":""I should check each node before I move. Although it will take time and ultimately money, it will be cheaper in the long run to find the best possible route before they go, because the long-term costs will be much less than the upfront costs.""}",,,,,,,,,,,,,,,,,,,,
wb842775,,499557,survey-text,29110,"{""Q0"":""Click on the long-term consequences first, then if there's a tie determine which path to take via short-term consequences""}",,,,,,,,,,,,,,,,,,,,
wb842775,,556867,survey-text,56307,"{""Q0"":""Long term has the biggest impact in the end"",""Q1"":""Investment"",""Q2"":""In investing, you're counting on growth over a long period of time which will be longer and more profitable, even if yo don't immediately see those results""}",,,,,,,,,,,,,,,,,,,,
wb842775,,609323,survey-text,51453,"{""Q0"":""Start with the far-away prices and go from there""}",,,,,,,,,,,,,,,,,,,,
w68aacb6,,443572,survey-text,31816,"{""Q0"":""Make educated guesses as to where the $48 node will be.""}",,,,,,,,,,,,,,,,,,,,
w68aacb6,,629817,survey-text,185226,"{""Q0"":""Sometimes life has small setbacks, but the final reward will make it all worth it."",""Q1"":""Having to pay for an education knowing the well paying career options after getting a degree are worth it in the end."",""Q2"":""College is expensive, which can be seen as a set back. Once you graduate, or in other words get your reward, the career path you chose is a lot more attainable. This makes the minor setback of the cost of college worth it in the long run.""}",,,,,,,,,,,,,,,,,,,,
w68aacb6,,699254,survey-text,68397,"{""Q0"":""It teaches to look at the path as minor setbacks instead of big obstacles when compared to the reward at the end.""}",,,,,,,,,,,,,,,,,,,,
w1bc4aad,,699460,survey-text,41872,"{""Q0"":""Looking at the furthest nodes and following the path of the first one you find that is 48 would be the best way to approach it with minimal clicks.""}",,,,,,,,,,,,,,,,,,,,
w1bc4aad,,895472,survey-text,194993,"{""Q0"":""The lesson would be to learn from your mistakes and to take chances in terms of the path there in order to get the biggest reward. Sometimes you have to lose money to earn money."",""Q1"":""I think taking chances in terms of a career would apply well. College takes time and money, but it may pay off in the end if you land a higher-paying job in the future."",""Q2"":""You have to take an unknown path that has its costs, but it will lead to a higher paying job and can pay off in the end.""}",,,,,,,,,,,,,,,,,,,,
w1bc4aad,,1025830,survey-text,129341,"{""Q0"":""Look at the end result first and then work with prices on the path.""}",,,,,,,,,,,,,,,,,,,,
w7bde8c5,,370674,survey-text,32964,"{""Q0"":""Focus on the end nodes first and move in the direction of the end node that has the greatest positive value""}",,,,,,,,,,,,,,,,,,,,
w7bde8c5,,532923,survey-text,161226,"{""Q0"":""Waiting until you have all the information you can possibly attain can be more costly than attaining enough information"",""Q1"":""When applying to jobs don't wait for the perfect job to appear; do enough research to identify what's most important to you"",""Q2"":""What's most important to me in this game is earning the most money in the least amount of clicks. What's most important to me in job hunting is finding a job that meshes with my needs and personality but also pays well""}",,,,,,,,,,,,,,,,,,,,
w7bde8c5,,580862,survey-text,46893,"{""Q0"":""I won't focus on every node but instead focus on the nodes of most importance""}",,,,,,,,,,,,,,,,,,,,
w9dc8707,,285013,survey-text,45303,"{""Q0"":""Take a node as it is the first time (short term) and then build upon it to, hopefully, make money instead of lose it.""}",,,,,,,,,,,,,,,,,,,,
w9dc8707,,420269,survey-text,134242,"{""Q0"":""Short term goals don't always indicate how a long-term goal will end up. It can be a good or bad thing. You just have to take the chance"",""Q1"":""Short term is that I live as a poor graduate student for 6 years and then long term I will be happy and making more money in a field that I love"",""Q2"":""I had to take that first step and, while it was difficult, I'm happy I took that first step. I lost the close proximity to my family but I'm close to my goal""}",,,,,,,,,,,,,,,,,,,,
w9dc8707,,468616,survey-text,47326,"{""Q0"":""Just pick and route and roll with it. Commit to it""}",,,,,,,,,,,,,,,,,,,,
wd6bbbd5,,694716,survey-text,183313,"{""Q0"":""Sometimes there may be connections in how the nodes are pathed out. One starting with a positive number may be more likely to lead to more positive values.""}",,,,,,,,,,,,,,,,,,,,
wd6bbbd5,,907421,survey-text,211686,"{""Q0"":""It's ok to give up a few dollars to make sure you're on a decent path that's not likely to lose more money."",""Q1"":""I don't think I have this right tbh, but I'll try. I'm attempting to have some items manufactured to sell in my own online store. Yes I'm out money on the start of the process, but the goal is to make more back at then end when selling the items."",""Q2"":""I'm spending a bit of money to start on a path that may lead to a good return.""}",,,,,,,,,,,,,,,,,,,,
wd6bbbd5,,998865,survey-text,90429,"{""Q0"":""Check the cost of the first three stops to see which one might lead to a better value on the overall trip.""}",,,,,,,,,,,,,,,,,,,,
w01f1ae2,,555300,survey-text,41173,"{""Q0"":""Look at the end goal to find what has the biggest reward in the end.""}",,,,,,,,,,,,,,,,,,,,
w01f1ae2,,856573,survey-text,300259,"{""Q0"":""Sometimes you have to give up a little in order to gain a bigger reward."",""Q1"":""I mainly think about my relationships with others. Sometimes I can't be friends with someone because the relationship is toxic and they want me to be with them all the time. In order to make more friends and experience new things I have to limit the amount of time I am spending with a singular person."",""Q2"":""To get to the green 48 you had to pass a negative amount of some value. In order to get to the point where I have more friends and new experiences that make me happier, I have to give up time spent with one person doing the same activities.""}",,,,,,,,,,,,,,,,,,,,
w01f1ae2,,1091053,survey-text,233441,"{""Q0"":""I would look at the most important step in the journey instead of all of them. It also helps to look where there is an option to split the path available instead of paths that are direct routes.""}",,,,,,,,,,,,,,,,,,,,
w87c2e60,,315694,survey-text,27696,"{""Q0"":""go with my instinct, and first time finding a positive value and move on from there rather than just clicking all of them""}",,,,,,,,,,,,,,,,,,,,
w87c2e60,,441082,survey-text,124374,"{""Q0"":""if its positive on the first bubble there will be another positive in the rest of the bubbles you move on to"",""Q1"":""follow the positive and go with my gut"",""Q2"":""that you need to follow the positive and going with your first intuition""}",,,,,,,,,,,,,,,,,,,,
w87c2e60,,627570,survey-text,185456,"{""Q0"":""to follow through the line that gives me the cheapest option and to follow that through since normally the next option is good once the first one is ""}",,,,,,,,,,,,,,,,,,,,
w17bb455,,858964,survey-text,35407,"{""Q0"":""Taking a look at the revealed numbers helped me plan my next move.""}",,,,,,,,,,,,,,,,,,,,
w17bb455,,1004558,survey-text,144585,"{""Q0"":""I learned that it is important to consider the risk when making a movie."",""Q1"":""I can use this scenario to make my decision with buying a new car, one which will loose value once I drive it off of the lot if it is new and one which I can purchase at a much affordable rate if i buy it used. It is important to consider the risk when making my next movie."",""Q2"":""This situation is similar because I have to weigh the pros and cons of my decision to either save money or loose money in the long run. ""}",,,,,,,,,,,,,,,,,,,,
w17bb455,,1064272,survey-text,58703,"{""Q0"":""I will consider each route that I have the option of taking, I would use the web of clash game to take the route that seems the most reasonable and that will benefit me the most in regards to getting to my location. ""}",,,,,,,,,,,,,,,,,,,,
w47f3973,,702085,survey-text,33407,"{""Q0"":""I can focus my clicks on the long-term consequences. ""}",,,,,,,,,,,,,,,,,,,,
w47f3973,,982333,survey-text,279236,"{""Q0"":""There may be 'negatives' on the way to the 'positive'"",""Q1"":""My last semester was very difficult and I encountered some 'negatives' however, the experience of the negative, helped bring me to many 'positives'. "",""Q2"":""I was aware that my semester would be difficult beforehand and I was also aware of my other options and what their 'values' were. However, after taking into consideration the long term consequences, I was able to create a plan. ""}",,,,,,,,,,,,,,,,,,,,
w47f3973,,1093493,survey-text,110148,"{""Q0"":""I can begin by taking the long term consequences into consideration. ""}",,,,,,,,,,,,,,,,,,,,
w2d19c72,,409298,survey-text,147989,"{""Q0"":""Setting goals, both big and small. reducing the chance of losing ""}",,,,,,,,,,,,,,,,,,,,
w2d19c72,,547424,survey-text,137111,"{""Q0"":""I would explain it as to not spend money that you do not have"",""Q1"":""An example would be credit card debt"",""Q2"":""Spending money that you do not have. I did not go in the negatives during the game, but if people are not careful with being aware, then that creates debt""}",,,,,,,,,,,,,,,,,,,,
w2d19c72,,787841,survey-text,239409,"{""Q0"":""I would use the \""reduce the number of clicks\""""}",,,,,,,,,,,,,,,,,,,,
w4f84e2b,,691141,survey-text,76941,"{""Q0"":""Just go with your instincts ""}",,,,,,,,,,,,,,,,,,,,
w4f84e2b,,824323,survey-text,132174,"{""Q0"":""Sometimes you have to take risks to get to the end goal, even if you lose a little before you get to that goal."",""Q1"":""I've had to take to risk of losing people to find happiness."",""Q2"":""Well you take the risk of losing points no matter which direction you pick to take""}",,,,,,,,,,,,,,,,,,,,
w4f84e2b,,892409,survey-text,67081,"{""Q0"":""Sometimes you might have to pay just a little more in one area to get to your end goal""}",,,,,,,,,,,,,,,,,,,,
wfa5ee64,,422080,survey-text,27163,"{""Q0"":""Click on the first step and choose whatever is the best option""}",,,,,,,,,,,,,,,,,,,,
wfa5ee64,,463955,survey-text,40852,"{""Q0"":""It's kind of random and hard to understand"",""Q1"":""I don't know"",""Q2"":""I don't know""}",,,,,,,,,,,,,,,,,,,,
wfa5ee64,,502416,survey-text,37441,"{""Q0"":""By clicking on the cities and seeing what the price is""}",,,,,,,,,,,,,,,,,,,,
w28ee001,,328873,survey-text,28859,"{""Q0"":""I revealed the long term consequences and then made a decision, often times without revealing the short term consequences. ""}",,,,,,,,,,,,,,,,,,,,
w28ee001,,449505,survey-text,119599,"{""Q0"":""When making a decision, you should gather as much information about said decision as is practical and realistic to gather. Then, you should value long-term consequences and pay-off above short term gratification. "",""Q1"":""When deciding whether or not to purchase a new piece of clothing, considering how you may feel about that piece of clothing a year down the line would help guide a financially sound decision. "",""Q2"":""It is a situation where short term gratification is tempting, which was true during the game. It was only when I learned to check the farther out dots first that I made more with the game. ""}",,,,,,,,,,,,,,,,,,,,
w28ee001,,595694,survey-text,145162,"{""Q0"":""I would find the cheapest place to stay out of the three cities with airports and then make a decision on the route (i.e. work backwards). This sticks to considering long term consequences over short, inconsequential ones. ""}",,,,,,,,,,,,,,,,,,,,
w8b95e0d,,366177,survey-text,66183,"{""Q0"":""Find the node with the max cash, to offset cost of clicking.""}",,,,,,,,,,,,,,,,,,,,
w8b95e0d,,501736,survey-text,134555,"{""Q0"":""When you're on a path to a goal, you won't really know what's on the way there."",""Q1"":""getting a STEM degree"",""Q2"":""Going for the degree that has better paying careers, however the subject is often difficult and challenging to get through.""}",,,,,,,,,,,,,,,,,,,,
w8b95e0d,,632147,survey-text,129400,"{""Q0"":""Look for the cheapest hotel on the shortest path, and take the least cost one.""}",,,,,,,,,,,,,,,,,,,,
w94effea,,985958,survey-text,23461,"{""Q0"":""Click only the nodes with the end result, and I stopped once I found one for 48""}",,,,,,,,,,,,,,,,,,,,
w94effea,,1038676,survey-text,51692,"{""Q0"":""Think of the end goal and that will determine how you get there"",""Q1"":""Deciding on a goal weight and then working out to meet that goal"",""Q2"":""certain decisions will take me either closer or further away from that ""}",,,,,,,,,,,,,,,,,,,,
w94effea,,1083724,survey-text,44041,"{""Q0"":""Follow the cheap hotels that are closest to the final destination""}",,,,,,,,,,,,,,,,,,,,
wff30aa0,,478197,survey-text,87955,"{""Q0"":""Focus first on the outer, long term nodes as they have the highest risk/reward. ""}",,,,,,,,,,,,,,,,,,,,
wff30aa0,,736643,survey-text,257440,"{""Q0"":""The main focus should be on what will benefit you most in the long term. Although it is important to consider your options, don't overthink too much - once you find what best works for you, stick with it. "",""Q1"":""This works for my career path. I was worried about committing to a certain path but now that I finally chose one that I know I will be able to have long term, I should stick with it. "",""Q2"":""The Web of Cash has many paths to choose from but there's only one that works best for you. Once you know the right path, stick with it and don't waste your time and money looking at other options that won't benefit you as much. ""}",,,,,,,,,,,,,,,,,,,,
wff30aa0,,819935,survey-text,82275,"{""Q0"":""Don't waste time looking at every single option. If the option you find fits and is in budget, choose it.""}",,,,,,,,,,,,,,,,,,,,
w597793b,,355542,survey-text,29735,"{""Q0"":""choose carefully and go with your gut.""}",,,,,,,,,,,,,,,,,,,,
w597793b,,462399,survey-text,105833,"{""Q0"":""Sometimes you lose a little money to make a lot more, but you just have to focus on the end goal."",""Q1"":""Planning career choices and then deciding to go to college based on your chosen path"",""Q2"":""College is an investment to achieve better things ""}",,,,,,,,,,,,,,,,,,,,
w597793b,,579165,survey-text,115760,"{""Q0"":""I would take my time and plan the route the way the customer would have wanted. I would focus on the least expensive route. ""}",,,,,,,,,,,,,,,,,,,,
w059d127,,417371,survey-text,63760,"{""Q0"":""Personally, I believe you should spend as much as needed on node clicks, that way you can find the path with the maximum potential. Often the assistant told me I shouldn't have clicked on any more nodes, but it was wrong. I would have chosen a less valuable path if I'd listened to it.""}",,,,,,,,,,,,,,,,,,,,
w059d127,,666834,survey-text,248451,"{""Q0"":""Planning your path and spending money in the short term will likely prove more valuable in the end."",""Q1"":""Putting money into stocks."",""Q2"":""Spending smaller amounts of money now and planning carefully can net you the greatest possible gain.""}",,,,,,,,,,,,,,,,,,,,
w059d127,,847597,survey-text,179755,"{""Q0"":""Find the least expensive hotel in the city with the airport and maybe the starting cities, and go with the shortest route possible. I would probably look at the price of hotels in all the cities, but apparently that's not the best option according to the assistant. ""}",,,,,,,,,,,,,,,,,,,,
wf11773c,,361539,survey-text,56487,"{""Q0"":""By clicking on the last nodes, if it is revealed to be a green 48 that it the path you should take and should not reveal any more nodes""}",,,,,,,,,,,,,,,,,,,,
wf11773c,,478240,survey-text,115696,"{""Q0"":""The ends justify the means."",""Q1"":""Knowing that I'll have something to put on my resume that looks good justifies the stress that I'm am feeling now."",""Q2"":""I'll be winning more in the end even if there are little inconveniences before I get there.""}",,,,,,,,,,,,,,,,,,,,
wf11773c,,523979,survey-text,44736,"{""Q0"":""I would start at the final city and work back to the beginning.""}",,,,,,,,,,,,,,,,,,,,
w551a59c,,511379,survey-text,46129,"{""Q0"":""Find the node that has the 48 reward because it'll make up for whatever happens in the long run.""}",,,,,,,,,,,,,,,,,,,,
w551a59c,,558541,survey-text,46111,"{""Q0"":""What matters is what happens at the very end"",""Q1"":""Deciding to do a project late or not"",""Q2"":""You have to think about the long term effects""}",,,,,,,,,,,,,,,,,,,,
w551a59c,,621691,survey-text,62144,"{""Q0"":""I have to consider what happens in the endgame and in the long run""}",,,,,,,,,,,,,,,,,,,,
w2fc93a5,,428616,survey-text,20976,"{""Q0"":""You can make educated guesses""}",,,,,,,,,,,,,,,,,,,,
w2fc93a5,,495730,survey-text,66084,"{""Q0"":""Not to jump into things too quickly and make sure you explore all options before you commit "",""Q1"":""When looking for a job and deciding which option is best"",""Q2"":""You have multiple options that all lead to a different end game and you have to make smaller decisions to finally decide what works best. ""}",,,,,,,,,,,,,,,,,,,,
w2fc93a5,,550201,survey-text,53440,"{""Q0"":""You can check out some of the prices without checking all and then make guesses that are educated that would lead to the most financially smart option. ""}",,,,,,,,,,,,,,,,,,,,
wa4eef0e,,1028130,survey-text,124435,"{""Q0"":""That was an interesting game and it had very bad instructions in my opinion I'm also not good at games like this. I would chose to click in center farther out.""}",,,,,,,,,,,,,,,,,,,,
wa4eef0e,,1317622,survey-text,288408,"{""Q0"":""I would say to being more risky and gather intelligents before your decision."",""Q1"":""Everyday in just observing and praying risk. I love my entire like this. "",""Q2"":""spend a little to make a lot because spending the 1 dollar to better your odds.""}",,,,,,,,,,,,,,,,,,,,
wa4eef0e,,1465159,survey-text,146489,"{""Q0"":""I would gather intel and then execute and plan.""}",,,,,,,,,,,,,,,,,,,,
w934d554,,815233,survey-text,37724,"{""Q0"":""to patiently click on the highlighted nodes""}",,,,,,,,,,,,,,,,,,,,
w934d554,,905482,survey-text,89235,"{""Q0"":""such person should learned to wait patiently"",""Q1"":""decision making"",""Q2"":""choosing which node to click on""}",,,,,,,,,,,,,,,,,,,,
w934d554,,981636,survey-text,75145,"{""Q0"":""i will be very careful in selection of the route""}",,,,,,,,,,,,,,,,,,,,
w73410ef,,722604,survey-text,27677,"{""Q0"":""click the button closest to the spider first ""}",,,,,,,,,,,,,,,,,,,,
w73410ef,,855024,survey-text,131415,"{""Q0"":""sometimes you have to lose a little to get to the bigger reward"",""Q1"":""deciding what to spend my money on or if I should save it "",""Q2"":""If I invest it I may lose money at first but the reward will be later down the line, or if I save money I won't have any at the moment but I will once I have been saving for a while. ""}",,,,,,,,,,,,,,,,,,,,
w73410ef,,960782,survey-text,104743,"{""Q0"":""calculating which route would be the best to take ""}",,,,,,,,,,,,,,,,,,,,
w6c6a0b0,,529379,survey-text,92469,"{""Q0"":""Don't worry as much about the value of the short-term clicks, go straight to the long-term clicks and see what the value is in the end. If all options are large negative numbers except for one, it's smartest to not click the path to get there and reap the larger rewards that this path offers. ""}",,,,,,,,,,,,,,,,,,,,
w6c6a0b0,,731828,survey-text,201425,"{""Q0"":""Each decision, positive or negative, will lead you to a long-term path. This long-term path must be your focus so that you can take the ups and downs of life in stride, knowing that you are going in the right direction. "",""Q1"":""If I know that I want to have a good relationship with my family (long-term happiness), there are difficult choices I can make now about what to prioritize. For example, if I'm stressed about work I might still call my mom to check in, even though I don't want to, because that is my long-term goal and will ultimately provide me with the most happiness. "",""Q2"":""If I were the spider and my happiness were the green/positive 48 dot, the choices I make to get there are the nodes. I don't need to know whether an experience or choice (node) will be positive or negative, I just need to know where I'm going and that it will be worth it. ""}",,,,,,,,,,,,,,,,,,,,
w6c6a0b0,,963773,survey-text,230922,"{""Q0"":""It would be worth it to find at least one of the least expensive hotels in the starting city (Ruby Ridge) and the final cities to make the decision of which path to take, but when it comes to taking the path, I would choose the shortest path without worrying about the cost of the cities' hotels in order to save time. ""}",,,,,,,,,,,,,,,,,,,,
wcc14650,,382875,survey-text,25562,"{""Q0"":""Clicking on the outer nods to see the values (look long term)""}",,,,,,,,,,,,,,,,,,,,
wcc14650,,452638,survey-text,68752,"{""Q0"":""follow the path you're on. long term thinking! just because something is bad right now doesn't mean it always will be."",""Q1"":""I bought a condo but need to put money into it first. It's a lot of up front cost but better in the long run."",""Q2"":""I'm putting money into the condo but will get a return in the future.""}",,,,,,,,,,,,,,,,,,,,
wcc14650,,511792,survey-text,58143,"{""Q0"":""I would plan the longer term trips first.""}",,,,,,,,,,,,,,,,,,,,
