wid,trial_type,rt,stimulus,time_elapsed,button_pressed,view_history,responses,questions,correct,delays,trial_id,queries,block,prs,actions,trial_time,score,state_rewards,simulation_mode,path,rewards,trial_index,action_times,key_press
w5d9d313,survey-text,4063,,623176,,,"{""Q0"":""no"",""Q1"":""no""}",,,,,,,,,,,,,,,,,
w4ea784c,survey-text,29022,,531602,,,"{""Q0"":""Advice"",""Q1"":""Ask advice""}",,,,,,,,,,,,,,,,,
w4ea784c,survey-text,20176,,552786,,,"{""Q0"":""Seek help"",""Q1"":""Stocks"",""Q2"":""Help""}",,,,,,,,,,,,,,,,,
w4ea784c,survey-text,7629,,566806,,,"{""Q0"":""No"",""Q1"":""No""}",,,,,,,,,,,,,,,,,
w41b70d5,survey-text,99884,,542797,,,"{""Q0"":""Spend only one or two clicks max per round"",""Q1"":""I would ask the cost of each and calculate whichever is cheaper""}",,,,,,,,,,,,,,,,,
w41b70d5,survey-text,75625,,619431,,,"{""Q0"":""dont be afraid to spend money to gain money"",""Q1"":""borrow a loan from a bank to start a business"",""Q2"":""you have to be willing to lose money with a plan to make more\n""}",,,,,,,,,,,,,,,,,
w41b70d5,survey-text,5532,,632522,,,"{""Q0"":""no"",""Q1"":""no""}",,,,,,,,,,,,,,,,,
w2e9f119,survey-text,213985,,469659,,,"{""Q0"":""In order to find a good flight path, I can click destination bubbles until I find a destination with a maximum payout of 48. Once I find a desirable destination, I choose that path right away."",""Q1"":""I would choose to spend a little bit of money during the remainder of the year in order to determine the most suitable mortgage loan. In this case, my ultimate goal is to find a mortgage loan with the lowest rate over the next 19 years.""}",,,,,,,,,,,,,,,,,
w2e9f119,survey-text,250836,,721524,,,"{""Q0"":""I learned that it is wise to make some short term investments before choosing the main path you want to take in life. It is best to figure out where you are going before you make a move."",""Q1"":""I recently moved to Idaho without contacting employers in the area. I should have invested a little bit of time contacting businesses up here before I left California."",""Q2"":""The flight planner gave me the opportunity to spend 1 dollar to find a good destination. If I had spent as much as an hour per day searching for jobs in Idaho before I left, then I would probably have a job right now.""}",,,,,,,,,,,,,,,,,
w2e9f119,survey-text,19880,,755522,,,"{""Q0"":""No, this was a straight forward game."",""Q1"":""n/a""}",,,,,,,,,,,,,,,,,
wc48ae2e,survey-text,249121,,682935,,,"{""Q0"":""The best strategy I seemed to find was to try and find what the end destinations would be paying.  If I found a +48, then I could try checking if the middle destination was going to have a positive gain as well.  There wasn't much point in checking the initial destinations, since the values were pretty limited on them."",""Q1"":""Based off that, I'd be more inclined to look for one that would have the best rates for the next 19 years, since that's the rate I'd have to be dealing with for the long-term.""}",,,,,,,,,,,,,,,,,
wc48ae2e,survey-text,511126,,1195085,,,"{""Q0"":""I suppose I'd have to say that it's much more beneficial to plan for the long term than to worry about some short-term gains that won't have much of a lasting effect."",""Q1"":""I suppose I could consider applying this to putting money away for later so that I have some savings that could accrue interest, instead of just buying something that'd make me happy right now."",""Q2"":""Well, in my own life I tend to worry more about something that is more immediate (like the initial pay of the first stops on the route), but don't end up paying much regard to the endgame, or the future (like the final destinations on the flight game that have the largest effects on what you get out of it).""}",,,,,,,,,,,,,,,,,
wc48ae2e,survey-text,69004,,1274821,,,"{""Q0"":""Nope, the instructions seemed pretty clear to me."",""Q1"":""I honestly wasn't expecting to be thinking that much about a game and how it'd apply to other things in life, so that was a nice surprise.""}",,,,,,,,,,,,,,,,,
w511fa9b,survey-text,53978,,348399,,,"{""Q0"":""Clicking on the ending positions to figure out the end reward."",""Q1"":""Whichever one has fewer expenses in the long term.""}",,,,,,,,,,,,,,,,,
w511fa9b,survey-text,57994,,407408,,,"{""Q0"":""You can take steps in the short term to make it better for the long term."",""Q1"":""Studying"",""Q2"":""The end result is the exam.""}",,,,,,,,,,,,,,,,,
w511fa9b,survey-text,4568,,452383,,,"{""Q0"":""NO"",""Q1"":""""}",,,,,,,,,,,,,,,,,
wb4737a5,survey-text,122439,,465181,,,"{""Q0"":""just click on the corners to see if the end goal is worth it"",""Q1"":""I'd pick the first month because I feel like that it would maybe be better to have the different interest right away instead of worrying about later""}",,,,,,,,,,,,,,,,,
wb4737a5,survey-text,100300,,566567,,,"{""Q0"":""To go for the best end goal"",""Q1"":""Probably the times I choose to put back money instead of spending it right away."",""Q2"":""I think it's similar because while I sometimes come at a bit of a loss, I have more funds in the future.""}",,,,,,,,,,,,,,,,,
wb4737a5,survey-text,7352,,585919,,,"{""Q0"":""No"",""Q1"":""No""}",,,,,,,,,,,,,,,,,
w92445e2,survey-text,58552,,458153,,,"{""Q0"":""I tried to change up the way I was going, but going up seemed to be the least profitable."",""Q1"":""I would choose the middle one.""}",,,,,,,,,,,,,,,,,
w92445e2,survey-text,46020,,505191,,,"{""Q0"":""I think it is best to be cautious and not rush and to study the situation."",""Q1"":""I am trying to improve my finances and it takes careful planning."",""Q2"":""It is best to be slow and steady.""}",,,,,,,,,,,,,,,,,
w92445e2,survey-text,6755,,522326,,,"{""Q0"":""no"",""Q1"":""no""}",,,,,,,,,,,,,,,,,
wa36e527,survey-text,34329,,460229,,,"{""Q0"":""by clicking on highlighted areas so youre not blind on the moves"",""Q1"":""finding out the next steps""}",,,,,,,,,,,,,,,,,
wa36e527,survey-text,50908,,512144,,,"{""Q0"":""always plan ahead with your moves"",""Q1"":""in school and what it takes to move ahead"",""Q2"":""planning out a path is good""}",,,,,,,,,,,,,,,,,
wa36e527,survey-text,2231,,523289,,,"{""Q0"":"""",""Q1"":""""}",,,,,,,,,,,,,,,,,
w34efc74,survey-text,42681,,292255,,,"{""Q0"":""using process of elimination to figure out which path is most likely to be the most profitable "",""Q1"":""I would see which is most expensive long term and decide based on that""}",,,,,,,,,,,,,,,,,
w34efc74,survey-text,70260,,363588,,,"{""Q0"":""To consider long term consequences as well as short term ones to make the best decision"",""Q1"":""When deciding whether or not to spend money on something (e.g. if you're buying something expensive that'll last a long time or something cheap that may break in a few months)"",""Q2"":""Both have both short term and long term consequences and one will benefit you more in the long run despite possible losses in the short term""}",,,,,,,,,,,,,,,,,
w34efc74,survey-text,5179,,374867,,,"{""Q0"":""nope"",""Q1"":""no""}",,,,,,,,,,,,,,,,,
wd3d8db5,survey-text,73453,,348830,,,"{""Q0"":""Looking at how much you will make in the end (the final destination value)."",""Q1"":""I would look at how much I would be paying over the long term total with each. ""}",,,,,,,,,,,,,,,,,
wd3d8db5,survey-text,105168,,455005,,,"{""Q0"":""There are different paths for different people, each of which have their costs and benefits. You can use resources to predict how your future may look, but it is up to your own grit and fate."",""Q1"":""Deciding to job hunt abroad; you can look at other people from your nationality and deduce how your life abroad may look, but you won't know for sure until you experience it."",""Q2"":""As I stated, you can gather information for how your professional and personal life will look abroad, but you won't know for sure until you physically experience it.""}",,,,,,,,,,,,,,,,,
wd3d8db5,survey-text,6389,,470125,,,"{""Q0"":""No."",""Q1"":""No.""}",,,,,,,,,,,,,,,,,
wcc09836,survey-text,58844,,343164,,,"{""Q0"":""Clicking on the end of potential paths. If there is a large negative at the end, do not take that path. Find a path with a large positive at the end. "",""Q1"":""Based on the flight planning, I would look at the rates for the next 19 years because it matters what comes at the end.""}",,,,,,,,,,,,,,,,,
wcc09836,survey-text,45868,,390041,,,"{""Q0"":""Sometimes you have to lose a little to gain a lot. "",""Q1"":""Taking a job that I do not necessarily want to take because it can lead me to a job that I want. "",""Q2"":""In the mid step, I could lose a little money. But at the end, I could have a big gain. ""}",,,,,,,,,,,,,,,,,
wcc09836,survey-text,8244,,408508,,,"{""Q0"":""No!"",""Q1"":""This was fun!""}",,,,,,,,,,,,,,,,,
w27ca6f3,survey-text,168279,,587669,,,"{""Q0"":""I think looking at the end goal first to decide where you want to end up, you can rule out the ones without a good destination. If you find more than one end goal is the best, you can then look at the other ones leading to it to see which are more beneficial or cost less."",""Q1"":""I would take a higher interest rate in the first year if it got me to a lower one in the remaining 19 years.""}",,,,,,,,,,,,,,,,,
w27ca6f3,survey-text,111356,,700034,,,"{""Q0"":""That it may make more sense to make sacrifices early if it gets you to a more profitable destination."",""Q1"":""paying for a college education now in order to pocket more money in the years that come after."",""Q2"":""you may pay more to go through one check point in order to get yourself to the most profitable destination.""}",,,,,,,,,,,,,,,,,
w27ca6f3,survey-text,7348,,723885,,,"{""Q0"":""no"",""Q1"":""thank you""}",,,,,,,,,,,,,,,,,
w0be2d12,survey-text,88168,,549046,,,"{""Q0"":""Check the destinations, don't bother checking any other stops."",""Q1"":""19 years mortgage plan.""}",,,,,,,,,,,,,,,,,
w0be2d12,survey-text,79123,,629265,,,"{""Q0"":""Weigh all of your options before making a decision."",""Q1"":""Choosing a job."",""Q2"":""You need to compare all options to see which one benefits you the most.""}",,,,,,,,,,,,,,,,,
w0be2d12,survey-text,7110,,644916,,,"{""Q0"":""No"",""Q1"":""No""}",,,,,,,,,,,,,,,,,
w83dbe29,survey-text,111728,,779292,,,"{""Q0"":""try and not start in the same space that there was the $48 space in the last round."",""Q1"":""I would try and find the one that has the lowest rates overall out of the 3 mortgages.""}",,,,,,,,,,,,,,,,,
w83dbe29,survey-text,149082,,929454,,,"{""Q0"":""That you have to make changes and try different paths to be successful."",""Q1"":""That if your current path isn't working to try to look towards something different, and to keep trying."",""Q2"":""Because the choices are shown at first and you have to keep trying until you find the right one.""}",,,,,,,,,,,,,,,,,
w83dbe29,survey-text,7396,,950092,,,"{""Q0"":""No"",""Q1"":""""}",,,,,,,,,,,,,,,,,
w1cdc3b3,survey-text,173998,,809369,,,"{""Q0"":""click on the destination first"",""Q1"":""Choose the one that is long term, the 19 years because that's the destination of where one wants to be by the time the mortgage is payed off""}",,,,,,,,,,,,,,,,,
w1cdc3b3,survey-text,220468,,1030847,,,"{""Q0"":""have in mind where you want to be and consider the short and long term consequences to get there"",""Q1"":""starting a small business, considering the initial investment which might be a loss or break even until the business starts to profit"",""Q2"":""the destination is the profit that one will start seeing when the business is established and the two stops before the destination are the initial investment and loss or breaking even""}",,,,,,,,,,,,,,,,,
w1cdc3b3,survey-text,30274,,1084182,,,"{""Q0"":""nothing was confusing or hard to understand"",""Q1"":""thanks for an interesting study""}",,,,,,,,,,,,,,,,,
wbeef7f1,survey-text,740653,,1683311,,,"{""Q0"":""Just press the ending destations and figure it out from there,"",""Q1"":""depends on how they change and what they are charging in the first place. ""}",,,,,,,,,,,,,,,,,
wbeef7f1,survey-text,54859,,1739200,,,"{""Q0"":""Patiences"",""Q1"":""N/A"",""Q2"":""N/A""}",,,,,,,,,,,,,,,,,
wbeef7f1,survey-text,10141,,1755129,,,"{""Q0"":""N/A"",""Q1"":""N/A""}",,,,,,,,,,,,,,,,,
w4bbec3f,survey-text,421974,,1021465,,,"{""Q0"":""Try and look at all the last flight destination until you find the highest profit you can get at the end. Once you know the highest gain at the very end, how much you gain or lose toward that end does not matter because at best you will always gain more than 24"",""Q1"":""I would choose the mortgage loan with the lowest rate for the next 19 years and not worry about the rate at the first month and remainder of the first year""}",,,,,,,,,,,,,,,,,
w4bbec3f,survey-text,290964,,1313455,,,"{""Q0"":""Think about the end goal and not worry too much about how you get there unless you know the path is good. Even if you take some loss on the way to the end, you will still gain something"",""Q1"":""I am doing programming challenges to improve my programming skills to get a good job"",""Q2"":""Study for a career by taking classes related to the subject. The classes can be hard and almost make you want to quit, but the end will be a profit for all the hard work""}",,,,,,,,,,,,,,,,,
w4bbec3f,survey-text,10649,,1346797,,,"{""Q0"":"""",""Q1"":""""}",,,,,,,,,,,,,,,,,
wbaad1a5,survey-text,104088,,491077,,,"{""Q0"":""Try the ending points first."",""Q1"":""Pick the loan with the lowest interest rate for the next 19 years.""}",,,,,,,,,,,,,,,,,
wbaad1a5,survey-text,276684,,768776,,,"{""Q0"":""It's worth investing a small amount to find information to gain the greatest profit."",""Q1"":""I suppose spending the money for a tax accountant to have the highest refund. Or, spending a thousand for a certification to get a job."",""Q2"":""It always helps to start out with money in life. :P Imagine if the game had started out with $0!\nIt's also similar in that you pay a smaller amount to gain information on how to get the greatest profit.""}",,,,,,,,,,,,,,,,,
wbaad1a5,survey-text,138052,,914624,,,"{""Q0"":""I think I misunderstood the range values of profit per destination (-48 to 48) as the max range of total profit overall. So my goal was more focused on getting to 48, instead of watching the path."",""Q1"":""I don't really see a strong connection between the game and decisions in my life; I felt like my answers were a reach for the latter half of the survey.""}",,,,,,,,,,,,,,,,,
