pid,action_times,actions,block,correct,delays,key_press,path,prs,queries,questions,responses,rewards,rt,score,simulation_mode,state_rewards,time_elapsed,trial_index,trial_time,trial_id,trial_type,view_history
14,,,,,,,,,,,"{""Q0"":""42"",""Q1"":""Male""}",,9985,,,,822896,,,,survey-text,
113,,,,,,,,,,,"{""Q0"":""This is very confusing lol ""}",,13855,,,,362508,,,,survey-text,
113,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""Male""}",,5452,,,,731850,,,,survey-text,
18,,,,,,,,,,,"{""Q0"":""I should have not selected as many nodes.  ""}",,35076,,,,332164,,,,survey-text,
18,,,,,,,,,,,"{""Q0"":""42"",""Q1"":""Male""}",,15410,,,,802201,,,,survey-text,
33,,,,,,,,,,,"{""Q0"":""I realized that I should inspect the nodes before deciding which direction to move in.""}",,31759,,,,568228,,,,survey-text,
33,,,,,,,,,,,"{""Q0"":""45"",""Q1"":""female""}",,14954,,,,1243645,,,,survey-text,
37,,,,,,,,,,,"{""Q0"":""have learn that there is no steady income only constant lucky""}",,36740,,,,995695,,,,survey-text,
37,,,,,,,,,,,"{""Q0"":""45"",""Q1"":""male""}",,11369,,,,1728323,,,,survey-text,
76,,,,,,,,,,,"{""Q0"":""I learned how to maximize my gains and how to properly click nodes""}",,59573,,,,769823,,,,survey-text,
76,,,,,,,,,,,"{""Q0"":""31"",""Q1"":""male""}",,9676,,,,1411051,,,,survey-text,
50,,,,,,,,,,,"{""Q0"":""thinnking about my choice more""}",,38855,,,,636066,,,,survey-text,
50,,,,,,,,,,,"{""Q0"":""27"",""Q1"":""female""}",,10236,,,,936707,,,,survey-text,
16,,,,,,,,,,,"{""Q0"":""I just go to the green one as soon as I see it unless it's a 24 then I will keep inspecting just to be sure.""}",,29327,,,,199735,,,,survey-text,
16,,,,,,,,,,,"{""Q0"":""32"",""Q1"":""Male""}",,11240,,,,638444,,,,survey-text,
94,,,,,,,,,,,"{""Q0"":""learned that i should inspect them every time""}",,19360,,,,276597,,,,survey-text,
94,,,,,,,,,,,"{""Q0"":""53"",""Q1"":""female""}",,12139,,,,676454,,,,survey-text,
121,,,,,,,,,,,"{""Q0"":""i was looking for the 48 instead of each number""}",,28386,,,,457148,,,,survey-text,
121,,,,,,,,,,,"{""Q0"":""27"",""Q1"":""female""}",,10393,,,,917938,,,,survey-text,
119,,,,,,,,,,,"{""Q0"":""Nothing""}",,13395,,,,742850,,,,survey-text,
119,,,,,,,,,,,"{""Q0"":""29"",""Q1"":""Male""}",,6372,,,,1049298,,,,survey-text,
213,,,,,,,,,,,"{""Q0"":""Inspecting 2/3 nodes.""}",,15806,,,,234974,,,,survey-text,
213,,,,,,,,,,,"{""Q0"":""29"",""Q1"":""Male""}",,8485,,,,741629,,,,survey-text,
64,,,,,,,,,,,"{""Q0"":""clicking the right nodes""}",,15419,,,,308764,,,,survey-text,
64,,,,,,,,,,,"{""Q0"":""42"",""Q1"":""male""}",,9284,,,,826836,,,,survey-text,
5,,,,,,,,,,,"{""Q0"":""I feel like my strategy didn't change at all from the beginning to the end. I did notice I didn't have to wait if my node inspection revealed a high reward.""}",,34504,,,,342009,,,,survey-text,
5,,,,,,,,,,,"{""Q0"":""27"",""Q1"":""male""}",,8478,,,,652659,,,,survey-text,
164,,,,,,,,,,,"{""Q0"":""there is nothing will be expected ""}",,47463,,,,764633,,,,survey-text,
164,,,,,,,,,,,"{""Q0"":""57"",""Q1"":""male""}",,12194,,,,1158408,,,,survey-text,
90,,,,,,,,,,,"{""Q0"":""It seems the positive value was on the left side more so I clicked that one first. I also tried to click more than one since they punish you if you didnt click one of the highlighted nodes. ""}",,46014,,,,254026,,,,survey-text,
90,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""female""}",,6667,,,,854558,,,,survey-text,
84,,,,,,,,,,,"{""Q0"":""nice  this task is difficult""}",,35459,,,,1064651,,,,survey-text,
84,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""female""}",,12284,,,,1347197,,,,survey-text,
41,,,,,,,,,,,"{""Q0"":""I started highlighting nodes next to me but realized it's best to highlight end nodes, because that's where the big bonuses and losses are, but it kept penalizing me for clicking on the end nodes for, paraphrasing \""not selecting one of the highlighted nodes\"" even though I was selecting the end nodes.""}",,257889,,,,843351,,,,survey-text,
41,,,,,,,,,,,"{""Q0"":""31"",""Q1"":""male""}",,7960,,,,1300407,,,,survey-text,
211,,,,,,,,,,,"{""Q0"":""its very interesting to calculation process by this survey""}",,40600,,,,580190,,,,survey-text,
211,,,,,,,,,,,"{""Q0"":""29"",""Q1"":""male""}",,7257,,,,2107657,,,,survey-text,
201,,,,,,,,,,,"{""Q0"":""Now I have learned that I am supposed to stop clicking only after I find $48 dollars""}",,38066,,,,317246,,,,survey-text,
201,,,,,,,,,,,"{""Q0"":""18"",""Q1"":""Female""}",,23522,,,,847134,,,,survey-text,
184,,,,,,,,,,,"{""Q0"":""I learned to click on the highlighted nodes.  This told me which path to take that would earn me the most points.""}",,55407,,,,424561,,,,survey-text,
184,,,,,,,,,,,"{""Q0"":""37"",""Q1"":""female""}",,11374,,,,764023,,,,survey-text,
144,,,,,,,,,,,"{""Q0"":""It seems there is no pattern, but it is definitely worth it to use the node inspector! ""}",,32446,,,,300025,,,,survey-text,
144,,,,,,,,,,,"{""Q0"":""42"",""Q1"":""female""}",,8260,,,,825223,,,,survey-text,
125,,,,,,,,,,,"{""Q0"":""that you always should inspect befroe moving. ""}",,17435,,,,421682,,,,survey-text,
125,,,,,,,,,,,"{""Q0"":""27"",""Q1"":""female""}",,6289,,,,736810,,,,survey-text,
8,,,,,,,,,,,"{""Q0"":""I didn't really understand the way it worked until the very end.  If i found a 48 I didn't inspect any other ones""}",,27638,,,,1091995,,,,survey-text,
8,,,,,,,,,,,"{""Q0"":""58"",""Q1"":""Female""}",,8214,,,,1669774,,,,survey-text,
89,,,,,,,,,,,"{""Q0"":""I learned to click until i found the 48""}",,19324,,,,211592,,,,survey-text,
89,,,,,,,,,,,"{""Q0"":""27"",""Q1"":""male""}",,5663,,,,537125,,,,survey-text,
210,,,,,,,,,,,"{""Q0"":""I have learned that I needed to inspect the end nodes until I found one with 48 dollars first before proceeding.""}",,37259,,,,368578,,,,survey-text,
210,,,,,,,,,,,"{""Q0"":""29"",""Q1"":""male""}",,7473,,,,762384,,,,survey-text,
95,,,,,,,,,,,"{""Q0"":""Entertainment""}",,46323,,,,1146892,,,,survey-text,
95,,,,,,,,,,,"{""Q0"":""29"",""Q1"":""Male""}",,8423,,,,1387498,,,,survey-text,
28,,,,,,,,,,,"{""Q0"":""never rely on intutions""}",,22110,,,,1261173,,,,survey-text,
28,,,,,,,,,,,"{""Q0"":""35"",""Q1"":""male""}",,7859,,,,1516384,,,,survey-text,
105,,,,,,,,,,,"{""Q0"":""good""}",,8246,,,,1052006,,,,survey-text,
105,,,,,,,,,,,"{""Q0"":""29"",""Q1"":""MALE""}",,14461,,,,1806460,,,,survey-text,
86,,,,,,,,,,,"{""Q0"":""Seeing more nodes and their values""}",,14389,,,,368874,,,,survey-text,
86,,,,,,,,,,,"{""Q0"":""34"",""Q1"":""male""}",,5986,,,,690312,,,,survey-text,
15,,,,,,,,,,,"{""Q0"":""I started going different ways then I did the first time when I kep t having to wait 42 seconds so I tried going the same way I  tried when I got the 42 seconds error ""}",,58362,,,,1913693,,,,survey-text,
74,,,,,,,,,,,"{""Q0"":""I learned that I should pay to click on the nodes because I made more money doing that than I was before I started to do it.""}",,34932,,,,454456,,,,survey-text,
74,,,,,,,,,,,"{""Q0"":""31"",""Q1"":""Male""}",,9240,,,,746042,,,,survey-text,
118,,,,,,,,,,,"{""Q0"":""Search for highlighted nodes.  I am now spending more money on searching because your system is forcing me to.""}",,32135,,,,615145,,,,survey-text,
118,,,,,,,,,,,"{""Q0"":""50"",""Q1"":""Male""}",,32869,,,,1036235,,,,survey-text,
216,,,,,,,,,,,"{""Q0"":""Nothing""}",,21599,,,,686726,,,,survey-text,
216,,,,,,,,,,,"{""Q0"":""29"",""Q1"":""Male""}",,25850,,,,1174813,,,,survey-text,
143,,,,,,,,,,,"{""Q0"":""i have learned to study the pattern, but they work at times they failed.""}",,49077,,,,1118019,,,,survey-text,
77,,,,,,,,,,,"{""Q0"":""any""}",,20224,,,,805145,,,,survey-text,
77,,,,,,,,,,,"{""Q0"":""34"",""Q1"":""male""}",,8883,,,,1139583,,,,survey-text,
108,,,,,,,,,,,"{""Q0"":""At the beginning I was being cheap and didn't want to spend on peaking, later I realized that one bubble per node is enough information for me to turn a profit, tho possibly not the max profit.""}",,78044,,,,602994,,,,survey-text,
108,,,,,,,,,,,"{""Q0"":""29"",""Q1"":""male""}",,9104,,,,1309944,,,,survey-text,
198,,,,,,,,,,,"{""Q0"":""improving""}",,34581,,,,680489,,,,survey-text,
198,,,,,,,,,,,"{""Q0"":""40"",""Q1"":""male""}",,20711,,,,1394243,,,,survey-text,
20,,,,,,,,,,,"{""Q0"":""I learned that you should check the ending points to find the $48. Once I find that I proceed to that circle. I am making sure to check the end spots.""}",,49347,,,,324052,,,,survey-text,
20,,,,,,,,,,,"{""Q0"":""44"",""Q1"":""Female""}",,8271,,,,713955,,,,survey-text,
96,,,,,,,,,,,"{""Q0"":""I am inspecting more nodes now. Initially I thought I'd leave it up to chance but I realized that my chance of a negative node is higher than a positive.""}",,71601,,,,616071,,,,survey-text,
96,,,,,,,,,,,"{""Q0"":""33"",""Q1"":""Male""}",,12075,,,,1043361,,,,survey-text,
99,,,,,,,,,,,"{""Q0"":""it is easy survey""}",,8373,,,,1347532,,,,survey-text,
99,,,,,,,,,,,"{""Q0"":""25"",""Q1"":""female""}",,10644,,,,1673456,,,,survey-text,
106,,,,,,,,,,,"{""Q0"":""good its improve iq""}",,22427,,,,426096,,,,survey-text,
98,,,,,,,,,,,"{""Q0"":""I learned the basics of the game. I learned that If I clicked on one node with +48, I didn't need to click on any more nodes.""}",,32407,,,,226247,,,,survey-text,
98,,,,,,,,,,,"{""Q0"":""40"",""Q1"":""male""}",,9212,,,,684419,,,,survey-text,
165,,,,,,,,,,,"{""Q0"":""Just movement process.""}",,29318,,,,742745,,,,survey-text,
165,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""Male""}",,8380,,,,1177505,,,,survey-text,
26,,,,,,,,,,,"{""Q0"":""I am now clicking on all 3 of the corner nodes before moving.  Unless I uncover the $48 node because then it is the best case solution so I proceed immediately.""}",,43166,,,,287462,,,,survey-text,
26,,,,,,,,,,,"{""Q0"":""50"",""Q1"":""male""}",,9063,,,,905521,,,,survey-text,
65,,,,,,,,,,,"{""Q0"":""I'm revealing the corner nodes and going for the best option, and also when I get the highest number which is 48, I don't reveal anymore.""}",,34852,,,,341584,,,,survey-text,
65,,,,,,,,,,,"{""Q0"":""25"",""Q1"":""Male""}",,35952,,,,867158,,,,survey-text,
180,,,,,,,,,,,"{""Q0"":""Do not inspect after certain points in the game.""}",,11581,,,,182754,,,,survey-text,
180,,,,,,,,,,,"{""Q0"":""30"",""Q1"":""Male""}",,5319,,,,690859,,,,survey-text,
92,,,,,,,,,,,"{""Q0"":""Knowledge development""}",,15815,,,,681640,,,,survey-text,
92,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""Male""}",,9216,,,,1088900,,,,survey-text,
218,,,,,,,,,,,"{""Q0"":""I learned to click the end nodes. I also learned to stop clicking once I found an end node with a value of $48. At the start I was clicking the closest nodes.""}",,42010,,,,363008,,,,survey-text,
218,,,,,,,,,,,"{""Q0"":""34"",""Q1"":""Male""}",,4655,,,,745011,,,,survey-text,
40,,,,,,,,,,,"{""Q0"":""Move to the spider at point score.""}",,68027,,,,1160646,,,,survey-text,
40,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""Male""}",,17842,,,,1787991,,,,survey-text,
114,,,,,,,,,,,"{""Q0"":""to click on the end goal nodules, that is what I did differently as I progressed""}",,27799,,,,458750,,,,survey-text,
114,,,,,,,,,,,"{""Q0"":""45"",""Q1"":""female""}",,7345,,,,911463,,,,survey-text,
97,,,,,,,,,,,"{""Q0"":""If 2 of them have -48, don't click the 3rd. If one of them has 48, don't click the other 2, just go to the 48. ""}",,30307,,,,193040,,,,survey-text,
97,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""Male""}",,4645,,,,506771,,,,survey-text,
191,,,,,,,,,,,"{""Q0"":""I clicked on more nodes instead of guessing when I got a negative amount on the first clicked node. ""}",,25335,,,,347465,,,,survey-text,
191,,,,,,,,,,,"{""Q0"":""35"",""Q1"":""Female""}",,11746,,,,773031,,,,survey-text,
148,,,,,,,,,,,"{""Q0"":""It seems that I am to click 3 times and forced to spend 3 dollars even if I do not want to click 3 times, otherwise I have to wait, so pay to not wait.""}",,60804,,,,286198,,,,survey-text,
148,,,,,,,,,,,"{""Q0"":""36"",""Q1"":""Male""}",,8361,,,,621024,,,,survey-text,
39,,,,,,,,,,,"{""Q0"":""I stop when I see +48 and just go for it.""}",,18370,,,,295573,,,,survey-text,
39,,,,,,,,,,,"{""Q0"":""32"",""Q1"":""female""}",,9001,,,,643468,,,,survey-text,
176,,,,,,,,,,,"{""Q0"":""Once I find a high value option then stop and go with that option without finding out the value of the other options. There are only a few different values that come up each round. ""}",,84299,,,,208431,,,,survey-text,
176,,,,,,,,,,,"{""Q0"":""29"",""Q1"":""male""}",,8981,,,,670193,,,,survey-text,
42,,,,,,,,,,,"{""Q0"":""I shouldn't inspect every node. Once I know the best way to move, I should move.""}",,24601,,,,311354,,,,survey-text,
42,,,,,,,,,,,"{""Q0"":""20"",""Q1"":""Female""}",,6086,,,,671441,,,,survey-text,
46,,,,,,,,,,,"{""Q0"":""when you find the 48 you don't need to check any more nodes""}",,30053,,,,313338,,,,survey-text,
46,,,,,,,,,,,"{""Q0"":""47"",""Q1"":""female""}",,12453,,,,860362,,,,survey-text,
107,,,,,,,,,,,"{""Q0"":""I learned that it is smart to pay the $1 fee and find the best path. At the beginning of the session I did the same strategy, but I did pay for more of the node inspectors as I progressed.""}",,97592,,,,680007,,,,survey-text,
107,,,,,,,,,,,"{""Q0"":""42"",""Q1"":""Male""}",,14672,,,,1718334,,,,survey-text,
147,,,,,,,,,,,"{""Q0"":""Decoding the puzzle""}",,101018,,,,548350,,,,survey-text,
147,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""Male""}",,18547,,,,1302274,,,,survey-text,
31,,,,,,,,,,,"{""Q0"":""I realized there was a strategy to the game""}",,14328,,,,312604,,,,survey-text,
31,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""female""}",,8060,,,,662969,,,,survey-text,
146,,,,,,,,,,,"{""Q0"":""I essentially looked for the highest outside ring bonus and went that direction.""}",,23923,,,,208717,,,,survey-text,
146,,,,,,,,,,,"{""Q0"":""32"",""Q1"":""Male""}",,10560,,,,536384,,,,survey-text,
212,,,,,,,,,,,"{""Q0"":""I wasn't clicking the end bubbles as I was at the end. Looking for the one bubble that would give me the most.""}",,42562,,,,549657,,,,survey-text,
212,,,,,,,,,,,"{""Q0"":""32"",""Q1"":""female""}",,12104,,,,1004643,,,,survey-text,
60,,,,,,,,,,,"{""Q0"":""I haven't changed anything. I use the node inspector every round to find the highest value of the nodes.""}",,20750,,,,187077,,,,survey-text,
60,,,,,,,,,,,"{""Q0"":""31"",""Q1"":""Female""}",,6245,,,,445750,,,,survey-text,
202,,,,,,,,,,,"{""Q0"":""good""}",,5924,,,,1033349,,,,survey-text,
202,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""female""}",,7559,,,,1303485,,,,survey-text,
168,,,,,,,,,,,"{""Q0"":""Learned the pattern.Went for the higher points.""}",,284189,,,,700778,,,,survey-text,
168,,,,,,,,,,,"{""Q0"":""31"",""Q1"":""male""}",,11978,,,,1311647,,,,survey-text,
156,,,,,,,,,,,"{""Q0"":""spend $1 clicking on additional nodes""}",,67512,,,,508903,,,,survey-text,
156,,,,,,,,,,,"{""Q0"":""50"",""Q1"":""male""}",,11221,,,,800677,,,,survey-text,
153,,,,,,,,,,,"{""Q0"":""I think mainly just trying different nodes than the previous ones. And making sure I dont pick any low numbers. ""}",,41918,,,,790883,,,,survey-text,
153,,,,,,,,,,,"{""Q0"":""27"",""Q1"":""male""}",,8861,,,,1351336,,,,survey-text,
128,,,,,,,,,,,"{""Q0"":""I'm trying to explore all the nodes.""}",,26382,,,,472771,,,,survey-text,
128,,,,,,,,,,,"{""Q0"":""47"",""Q1"":""female""}",,11061,,,,899274,,,,survey-text,
71,,,,,,,,,,,"{""Q0"":""thanks""}",,4929,,,,697490,,,,survey-text,
71,,,,,,,,,,,"{""Q0"":""49"",""Q1"":""female""}",,6647,,,,1004923,,,,survey-text,
51,,,,,,,,,,,"{""Q0"":""This has been have something different to be at the interest""}",,29344,,,,574618,,,,survey-text,
51,,,,,,,,,,,"{""Q0"":""28"",""Q1"":""Female""}",,11610,,,,831538,,,,survey-text,
172,,,,,,,,,,,"{""Q0"":""At first I thought if there were 2 negative choices the third choice would be positive, but that was not true.""}",,27779,,,,198381,,,,survey-text,
172,,,,,,,,,,,"{""Q0"":""36"",""Q1"":""Male""}",,9186,,,,592843,,,,survey-text,
103,,,,,,,,,,,"{""Q0"":""I started looking at more of the nodes because it said I had too. \n""}",,18534,,,,316906,,,,survey-text,
103,,,,,,,,,,,"{""Q0"":""30"",""Q1"":""female""}",,8716,,,,585999,,,,survey-text,
199,,,,,,,,,,,"{""Q0"":""i tried to go to the highest outcome""}",,16910,,,,501907,,,,survey-text,
199,,,,,,,,,,,"{""Q0"":""26"",""Q1"":""female""}",,5397,,,,871428,,,,survey-text,
13,,,,,,,,,,,"{""Q0"":""Spending money to see the node value is really worth it.""}",,23637,,,,315688,,,,survey-text,
13,,,,,,,,,,,"{""Q0"":""42"",""Q1"":""Female""}",,8793,,,,705466,,,,survey-text,
127,,,,,,,,,,,"{""Q0"":""I am checking my nodes before moving along""}",,18020,,,,465285,,,,survey-text,
127,,,,,,,,,,,"{""Q0"":""33"",""Q1"":""female""}",,12946,,,,947448,,,,survey-text,
11,,,,,,,,,,,"{""Q0"":""i would wait before clicking on a node.  I would reveal all the nodes before moving ""}",,72194,,,,498323,,,,survey-text,
11,,,,,,,,,,,"{""Q0"":""51"",""Q1"":""female""}",,13237,,,,954807,,,,survey-text,
131,,,,,,,,,,,"{""Q0"":""Instead of looking at the closest nodes, I only look at the end point nodes and find the one worth 48""}",,32401,,,,320236,,,,survey-text,
131,,,,,,,,,,,"{""Q0"":""35"",""Q1"":""Female""}",,11651,,,,755222,,,,survey-text,
149,,,,,,,,,,,"{""Q0"":""I'm inspecting for the +48 nodes and best path to that.""}",,27081,,,,315189,,,,survey-text,
149,,,,,,,,,,,"{""Q0"":""45"",""Q1"":""Male""}",,7535,,,,771696,,,,survey-text,
160,,,,,,,,,,,"{""Q0"":""I am using the option to explore what the node value""}",,28970,,,,298218,,,,survey-text,
160,,,,,,,,,,,"{""Q0"":""31"",""Q1"":""female""}",,5362,,,,865451,,,,survey-text,
222,,,,,,,,,,,"{""Q0"":""Check the 3 outlying nodes, if any is +48 go that way.  If less that than investigate the other nodes.""}",,32897,,,,214385,,,,survey-text,
222,,,,,,,,,,,"{""Q0"":""39"",""Q1"":""Male""}",,5930,,,,528616,,,,survey-text,
82,,,,,,,,,,,"{""Q0"":""i select all the furthest circles first. if two are equal (and worth more than the third) i go to those lines and choose the circles closer to the spider to find which one has the highest value""}",,59760,,,,256018,,,,survey-text,
82,,,,,,,,,,,"{""Q0"":""25"",""Q1"":""female""}",,6841,,,,586021,,,,survey-text,
178,,,,,,,,,,,"{""Q0"":""Clicking the outer nodes, and stopping once I found one worth 48""}",,70857,,,,568885,,,,survey-text,
178,,,,,,,,,,,"{""Q0"":""20"",""Q1"":""Male""}",,8263,,,,927588,,,,survey-text,
